,year,state,month,number
863,2003,Amazonas,August,1867.0
864,2004,Amazonas,August,1207.0
865,2005,Amazonas,August,2316.0
866,2006,Amazonas,August,1422.0
867,2007,Amazonas,August,2241.0
868,2008,Amazonas,August,861.0
869,2009,Amazonas,August,1321.0
870,2010,Amazonas,August,3727.0
871,2011,Amazonas,August,1243.0
872,2012,Amazonas,August,3011.0
873,2013,Amazonas,August,1276.0
874,2014,Amazonas,August,3852.0
875,2015,Amazonas,August,4564.0
876,2016,Amazonas,August,3611.0
877,2017,Amazonas,August,6316.0
878,1998,Amazonas,September,267.0
879,1999,Amazonas,September,216.0
880,2000,Amazonas,September,189.0
881,2001,Amazonas,September,166.0
882,2002,Amazonas,September,928.0
883,2003,Amazonas,September,1401.0
884,2004,Amazonas,September,911.0
885,2005,Amazonas,September,2812.0
886,2006,Amazonas,September,2218.0
887,2007,Amazonas,September,1360.0
888,2008,Amazonas,September,998.0
889,2009,Amazonas,September,3091.0
890,2010,Amazonas,September,2781.0
891,2011,Amazonas,September,1295.0
892,2012,Amazonas,September,2392.0
893,2013,Amazonas,September,1739.0
894,2014,Amazonas,September,3057.0
895,2015,Amazonas,September,5882.0
896,2016,Amazonas,September,3119.0
897,2017,Amazonas,September,4033.0
898,1998,Amazonas,October,83.0
899,1999,Amazonas,October,479.0
900,2000,Amazonas,October,145.0
901,2001,Amazonas,October,332.0
902,2002,Amazonas,October,695.0
903,2003,Amazonas,October,725.0
904,2004,Amazonas,October,710.0
905,2005,Amazonas,October,545.0
906,2006,Amazonas,October,721.0
907,2007,Amazonas,October,215.0
908,2008,Amazonas,October,632.0
909,2009,Amazonas,October,2189.0
910,2010,Amazonas,October,889.0
911,2011,Amazonas,October,694.0
912,2012,Amazonas,October,1238.0
913,2013,Amazonas,October,1202.0
914,2014,Amazonas,October,952.0
915,2015,Amazonas,October,2494.0
916,2016,Amazonas,October,2105.0
917,2017,Amazonas,October,1581.0
918,1998,Amazonas,November,6.0
919,1999,Amazonas,November,32.0
920,2000,Amazonas,November,27.0
921,2001,Amazonas,November,244.0
922,2002,Amazonas,November,259.0
923,2003,Amazonas,November,169.0
924,2004,Amazonas,November,209.0
925,2005,Amazonas,November,261.0
926,2006,Amazonas,November,59.0
927,2007,Amazonas,November,90.0
928,2008,Amazonas,November,39.0
929,2009,Amazonas,November,973.0
930,2010,Amazonas,November,354.0
931,2011,Amazonas,November,399.0
932,2012,Amazonas,November,682.0
933,2013,Amazonas,November,220.0
934,2014,Amazonas,November,676.0
935,2015,Amazonas,November,1054.0
936,2016,Amazonas,November,591.0
937,2017,Amazonas,November,552.0
938,1998,Amazonas,December,196.0
939,1999,Amazonas,December,2.0
940,2000,Amazonas,December,60.0
941,2001,Amazonas,December,22.0
942,2002,Amazonas,December,44.0
943,2003,Amazonas,December,147.0
944,2004,Amazonas,December,53.0
945,2005,Amazonas,December,17.0
946,2006,Amazonas,December,23.0
947,2007,Amazonas,December,7.0
948,2008,Amazonas,December,0.0
949,2009,Amazonas,December,102.0
950,2010,Amazonas,December,123.0
951,2011,Amazonas,December,121.0
952,2012,Amazonas,December,80.0
953,2013,Amazonas,December,236.0
954,2014,Amazonas,December,293.0
955,2015,Amazonas,December,565.0
956,2016,Amazonas,December,133.0
957,1998,Bahia,January,0.0
958,1999,Bahia,January,114.0
959,2000,Bahia,January,31.0
960,2001,Bahia,January,24.0
961,2002,Bahia,January,125.0
962,2003,Bahia,January,439.0
963,2004,Bahia,January,158.0
964,2005,Bahia,January,303.0
965,2006,Bahia,January,225.0
966,2007,Bahia,January,373.0
967,2008,Bahia,January,314.0
968,2009,Bahia,January,177.0
969,2010,Bahia,January,297.0
970,2011,Bahia,January,101.0
971,2012,Bahia,January,179.0
972,2013,Bahia,January,125.0
973,2014,Bahia,January,132.0
974,2015,Bahia,January,256.0
975,2016,Bahia,January,285.0
976,2017,Bahia,January,154.0
977,1998,Bahia,February,0.0
978,1999,Bahia,February,157.0
979,2000,Bahia,February,32.0
980,2001,Bahia,February,101.0
981,2002,Bahia,February,204.0
982,2003,Bahia,February,223.0
983,2004,Bahia,February,122.0
984,2005,Bahia,February,143.0
985,2006,Bahia,February,277.0
986,2007,Bahia,February,113.0
987,2008,Bahia,February,235.0
988,2009,Bahia,February,117.0
989,2010,Bahia,February,206.0
990,2011,Bahia,February,156.0
991,2012,Bahia,February,200.0
992,2013,Bahia,February,231.0
993,2014,Bahia,February,107.0
994,2015,Bahia,February,143.0
995,2016,Bahia,February,418.0
996,2017,Bahia,February,100.0
997,1998,Bahia,March,0.0
998,1999,Bahia,March,83.0
999,2000,Bahia,March,65.0
1000,2001,Bahia,March,4.0
1001,2002,Bahia,March,146.0
1002,2003,Bahia,March,274.0
1003,2004,Bahia,March,115.0
1004,2005,Bahia,March,158.0
1005,2006,Bahia,March,199.0
1006,2007,Bahia,March,141.0
1007,2008,Bahia,March,135.0
1008,2009,Bahia,March,249.0
1009,2010,Bahia,March,156.0
1010,2011,Bahia,March,90.0
1011,2012,Bahia,March,404.0
1012,2013,Bahia,March,363.0
1013,2014,Bahia,March,148.0
1014,2015,Bahia,March,229.0
1015,2016,Bahia,March,281.0
1016,2017,Bahia,March,163.0
1017,1998,Bahia,April,0.0
1018,1999,Bahia,April,55.0
1019,2000,Bahia,April,23.0
1020,2001,Bahia,April,26.0
1021,2002,Bahia,April,110.0
1022,2003,Bahia,April,376.0
1023,2004,Bahia,April,89.0
1024,2005,Bahia,April,76.0
1025,2006,Bahia,April,60.0
1026,2007,Bahia,April,64.0
1027,2008,Bahia,April,151.0
1028,2009,Bahia,April,40.0
1029,2010,Bahia,April,103.0
1030,2011,Bahia,April,149.0
1031,2012,Bahia,April,396.0
1032,2013,Bahia,April,108.0
1033,2014,Bahia,April,183.0
1034,2015,Bahia,April,190.0
1035,2016,Bahia,April,217.0
1036,2017,Bahia,April,94.0
1037,1998,Bahia,May,0.0
1038,1999,Bahia,May,76.0
1039,2000,Bahia,May,71.0
1040,2001,Bahia,May,85.0
1041,2002,Bahia,May,166.0
1042,2003,Bahia,May,106.0
1043,2004,Bahia,May,124.0
1044,2005,Bahia,May,120.0
1045,2006,Bahia,May,43.0
1046,2007,Bahia,May,161.0
1047,2008,Bahia,May,56.0
1048,2009,Bahia,May,34.0
1049,2010,Bahia,May,198.0
1050,2011,Bahia,May,189.0
1051,2012,Bahia,May,326.0
1052,2013,Bahia,May,141.0
1053,2014,Bahia,May,224.0
1054,2015,Bahia,May,144.0
1055,2016,Bahia,May,259.0
1056,2017,Bahia,May,121.0
1057,1998,Bahia,June,55.0
1058,1999,Bahia,June,64.0
1059,2000,Bahia,June,178.0
1060,2001,Bahia,June,98.0
1061,2002,Bahia,June,118.0
1062,2003,Bahia,June,140.0
1063,2004,Bahia,June,289.0
1064,2005,Bahia,June,211.0
1065,2006,Bahia,June,68.0
1066,2007,Bahia,June,270.0
1067,2008,Bahia,June,72.0
1068,2009,Bahia,June,92.0
1069,2010,Bahia,June,192.0
1070,2011,Bahia,June,345.0
1071,2012,Bahia,June,385.0
1072,2013,Bahia,June,208.0
1073,2014,Bahia,June,243.0
1074,2015,Bahia,June,242.0
1075,2016,Bahia,June,416.0
1076,2017,Bahia,June,329.0
1077,1998,Bahia,July,219.0
1078,1999,Bahia,July,107.0
1079,2000,Bahia,July,202.0
1080,2001,Bahia,July,248.0
1081,2002,Bahia,July,549.0
1082,2003,Bahia,July,261.0
1083,2004,Bahia,July,310.0
1084,2005,Bahia,July,269.0
1085,2006,Bahia,July,229.0
1086,2007,Bahia,July,811.0
1087,2008,Bahia,July,271.0
1088,2009,Bahia,July,321.0
1089,2010,Bahia,July,519.0
1090,2011,Bahia,July,578.0
1091,2012,Bahia,July,906.0
1092,2013,Bahia,July,362.0
1093,2014,Bahia,July,249.0
1094,2015,Bahia,July,306.0
1095,2016,Bahia,July,345.0
1096,2017,Bahia,July,300.0
1097,1998,Bahia,August,815.0
1098,1999,Bahia,August,453.0
1099,2000,Bahia,August,633.0
1100,2001,Bahia,August,979.0
1101,2002,Bahia,August,1827.0
1102,2003,Bahia,August,1039.0
1103,2004,Bahia,August,1430.0
1104,2005,Bahia,August,948.0
1105,2006,Bahia,August,995.0
1106,2007,Bahia,August,3734.0
1107,2008,Bahia,August,611.0
1108,2009,Bahia,August,439.0
1109,2010,Bahia,August,2423.0
1110,2011,Bahia,August,1795.0
1111,2012,Bahia,August,1835.0
1112,2013,Bahia,August,610.0
1113,2014,Bahia,August,674.0
1114,2015,Bahia,August,829.0
1115,2016,Bahia,August,724.0
1116,2017,Bahia,August,1018.0
1117,1998,Bahia,September,2718.0
1118,1999,Bahia,September,1275.0
1119,2000,Bahia,September,2285.0
1120,2001,Bahia,September,3964.0
1121,2002,Bahia,September,6439.0
1122,2003,Bahia,September,8847.0
1123,2004,Bahia,September,6433.0
1124,2005,Bahia,September,4066.0
1125,2006,Bahia,September,3006.0
1126,2007,Bahia,September,7438.0
1127,2008,Bahia,September,4837.0
1128,2009,Bahia,September,3610.0
1129,2010,Bahia,September,5323.0
1130,2011,Bahia,September,7086.0
1131,2012,Bahia,September,7495.0
1132,2013,Bahia,September,2681.0
1133,2014,Bahia,September,2604.0
1134,2015,Bahia,September,7956.0
1135,2016,Bahia,September,1819.0
1136,2017,Bahia,September,1791.0
1137,1998,Bahia,October,1969.0
1138,1999,Bahia,October,1307.0
1139,2000,Bahia,October,335.0
1140,2001,Bahia,October,1687.0
1141,2002,Bahia,October,5414.0
1142,2003,Bahia,October,4264.0
1143,2004,Bahia,October,4810.0
1144,2005,Bahia,October,8405.0
1145,2006,Bahia,October,2079.0
1146,2007,Bahia,October,4981.0
1147,2008,Bahia,October,7691.0
1148,2009,Bahia,October,2552.0
1149,2010,Bahia,October,5264.0
1150,2011,Bahia,October,2166.0
1151,2012,Bahia,October,4607.0
1152,2013,Bahia,October,1969.0
1153,2014,Bahia,October,2763.0
1154,2015,Bahia,October,4989.0
1155,2016,Bahia,October,1415.0
1156,2017,Bahia,October,4005.0
1157,1998,Bahia,November,49.0
1158,1999,Bahia,November,49.0
1159,2000,Bahia,November,114.0
1160,2001,Bahia,November,699.0
1161,2002,Bahia,November,1020.0
1162,2003,Bahia,November,533.0
1163,2004,Bahia,November,1736.0
1164,2005,Bahia,November,1595.0
1165,2006,Bahia,November,239.0
1166,2007,Bahia,November,2126.0
1167,2008,Bahia,November,3175.0
1168,2009,Bahia,November,402.0
1169,2010,Bahia,November,605.0
1170,2011,Bahia,November,176.0
1171,2012,Bahia,November,168.0
1172,2013,Bahia,November,288.0
1173,2014,Bahia,November,348.0
1174,2015,Bahia,November,1705.0
1175,2016,Bahia,November,408.0
1176,2017,Bahia,November,174.0
1177,1998,Bahia,December,82.0
1178,1999,Bahia,December,37.0
1179,2000,Bahia,December,24.0
1180,2001,Bahia,December,158.0
1181,2002,Bahia,December,848.0
1182,2003,Bahia,December,710.0
1183,2004,Bahia,December,423.0
1184,2005,Bahia,December,116.0
1185,2006,Bahia,December,169.0
1186,2007,Bahia,December,259.0
1187,2008,Bahia,December,52.0
1188,2009,Bahia,December,308.0
1189,2010,Bahia,December,226.0
1190,2011,Bahia,December,230.0
1191,2012,Bahia,December,477.0
1192,2013,Bahia,December,131.0
1193,2014,Bahia,December,144.0
1194,2015,Bahia,December,1408.0
1195,2016,Bahia,December,164.0
1196,1998,Ceara,January,0.0
1197,1999,Ceara,January,47.0
1198,2000,Ceara,January,1.0
1199,2001,Ceara,January,11.0
1200,2002,Ceara,January,33.0
1201,2003,Ceara,January,264.0
1202,2004,Ceara,January,143.0
1203,2005,Ceara,January,384.0
1204,2006,Ceara,January,211.0
1205,2007,Ceara,January,304.0
1206,2008,Ceara,January,166.0
1207,2009,Ceara,January,347.0
1208,2010,Ceara,January,288.0
1209,2011,Ceara,January,32.0
1210,2012,Ceara,January,273.0
1211,2013,Ceara,January,103.0
1212,2014,Ceara,January,115.0
1213,2015,Ceara,January,207.0
1214,2016,Ceara,January,100.0
1215,2017,Ceara,January,91.0
1216,1998,Ceara,February,0.0
1217,1999,Ceara,February,16.0
1218,2000,Ceara,February,6.0
1219,2001,Ceara,February,0.0
1220,2002,Ceara,February,75.0
1221,2003,Ceara,February,9.0
1222,2004,Ceara,February,5.0
1223,2005,Ceara,February,25.0
1224,2006,Ceara,February,23.0
1225,2007,Ceara,February,3.0
1226,2008,Ceara,February,12.0
1227,2009,Ceara,February,8.0
1228,2010,Ceara,February,63.0
1229,2011,Ceara,February,2.0
1230,2012,Ceara,February,41.0
1231,2013,Ceara,February,49.0
1232,2014,Ceara,February,18.0
1233,2015,Ceara,February,25.0
1234,2016,Ceara,February,13.0
1235,2017,Ceara,February,9.0
1236,1998,Ceara,March,0.0
1237,1999,Ceara,March,30.0
1238,2000,Ceara,March,9.0
1239,2001,Ceara,March,0.0
1240,2002,Ceara,March,17.0
1241,2003,Ceara,March,3.0
1242,2004,Ceara,March,1.0
1243,2005,Ceara,March,5.0
1244,2006,Ceara,March,3.0
1245,2007,Ceara,March,2.0
1246,2008,Ceara,March,2.0
1247,2009,Ceara,March,3.0
1248,2010,Ceara,March,40.0
1249,2011,Ceara,March,6.0
1250,2012,Ceara,March,10.0
1251,2013,Ceara,March,17.0
1252,2014,Ceara,March,6.0
1253,2015,Ceara,March,20.0
1254,2016,Ceara,March,4.0
1255,2017,Ceara,March,4.0
1256,1998,Ceara,April,0.0
1257,1999,Ceara,April,6.0
1258,2000,Ceara,April,15.0
1259,2001,Ceara,April,2.0
1260,2002,Ceara,April,5.0
1261,2003,Ceara,April,3.0
1262,2004,Ceara,April,2.0
1263,2005,Ceara,April,4.0
1264,2006,Ceara,April,1.0
1265,2007,Ceara,April,1.0
1266,2008,Ceara,April,0.0
1267,2009,Ceara,April,0.0
1268,2010,Ceara,April,7.0
1269,2011,Ceara,April,1.0
1270,2012,Ceara,April,2.0
1271,2013,Ceara,April,4.0
1272,2014,Ceara,April,4.0
1273,2015,Ceara,April,3.0
1274,2016,Ceara,April,10.0
1275,2017,Ceara,April,6.0
1276,1998,Ceara,May,0.0
1277,1999,Ceara,May,5.0
1278,2000,Ceara,May,7.0
1279,2001,Ceara,May,81.0
1280,2002,Ceara,May,10.0
1281,2003,Ceara,May,0.0
1282,2004,Ceara,May,3.0
1283,2005,Ceara,May,1.0
1284,2006,Ceara,May,0.0
1285,2007,Ceara,May,0.0
1286,2008,Ceara,May,0.0
1287,2009,Ceara,May,0.0
1288,2010,Ceara,May,2.0
1289,2011,Ceara,May,0.0
1290,2012,Ceara,May,19.0
1291,2013,Ceara,May,4.0
1292,2014,Ceara,May,4.0
1293,2015,Ceara,May,17.0
1294,2016,Ceara,May,8.0
1295,2017,Ceara,May,9.0
1296,1998,Ceara,June,1.0
1297,1999,Ceara,June,16.0
1298,2000,Ceara,June,16.0
1299,2001,Ceara,June,38.0
1300,2002,Ceara,June,13.0
1301,2003,Ceara,June,2.0
1302,2004,Ceara,June,1.0
1303,2005,Ceara,June,6.0
1304,2006,Ceara,June,0.0
1305,2007,Ceara,June,1.0
1306,2008,Ceara,June,1.0
1307,2009,Ceara,June,0.0
1308,2010,Ceara,June,3.0
1309,2011,Ceara,June,5.0
1310,2012,Ceara,June,28.0
1311,2013,Ceara,June,5.0
1312,2014,Ceara,June,19.0
1313,2015,Ceara,June,22.0
1314,2016,Ceara,June,45.0
1315,2017,Ceara,June,23.0
1316,1998,Ceara,July,76.0
1317,1999,Ceara,July,83.0
1318,2000,Ceara,July,18.0
1319,2001,Ceara,July,146.0
1320,2002,Ceara,July,12.0
1321,2003,Ceara,July,14.0
1322,2004,Ceara,July,16.0
1323,2005,Ceara,July,14.0
1324,2006,Ceara,July,1.0
1325,2007,Ceara,July,11.0
1326,2008,Ceara,July,3.0
1327,2009,Ceara,July,7.0
1328,2010,Ceara,July,44.0
1329,2011,Ceara,July,18.0
1330,2012,Ceara,July,50.0
1331,2013,Ceara,July,4.0
1332,2014,Ceara,July,47.0
1333,2015,Ceara,July,25.0
1334,2016,Ceara,July,124.0
1335,2017,Ceara,July,26.0
1336,1998,Ceara,August,93.0
1337,1999,Ceara,August,131.0
1338,2000,Ceara,August,79.0
1339,2001,Ceara,August,219.0
1340,2002,Ceara,August,111.0
1341,2003,Ceara,August,109.0
1342,2004,Ceara,August,61.0
1343,2005,Ceara,August,51.0
1344,2006,Ceara,August,50.0
1345,2007,Ceara,August,182.0
1346,2008,Ceara,August,32.0
1347,2009,Ceara,August,26.0
1348,2010,Ceara,August,202.0
1349,2011,Ceara,August,53.0
1350,2012,Ceara,August,278.0
1351,2013,Ceara,August,32.0
1352,2014,Ceara,August,155.0
1353,2015,Ceara,August,127.0
1354,2016,Ceara,August,293.0
1355,2017,Ceara,August,121.0
1356,1998,Ceara,September,590.0
1357,1999,Ceara,September,124.0
1358,2000,Ceara,September,127.0
1359,2001,Ceara,September,801.0
1360,2002,Ceara,September,172.0
1361,2003,Ceara,September,384.0
1362,2004,Ceara,September,144.0
1363,2005,Ceara,September,185.0
1364,2006,Ceara,September,237.0
1365,2007,Ceara,September,241.0
1366,2008,Ceara,September,177.0
1367,2009,Ceara,September,101.0
1368,2010,Ceara,September,357.0
1369,2011,Ceara,September,239.0
1370,2012,Ceara,September,609.0
1371,2013,Ceara,September,177.0
1372,2014,Ceara,September,155.0
1373,2015,Ceara,September,214.0
1374,2016,Ceara,September,370.0
1375,2017,Ceara,September,505.0
1376,1998,Ceara,October,1014.0
1377,1999,Ceara,October,309.0
1378,2000,Ceara,October,875.0
1379,2001,Ceara,October,2045.0
1380,2002,Ceara,October,1606.0
1381,2003,Ceara,October,1761.0
1382,2004,Ceara,October,1217.0
1383,2005,Ceara,October,1378.0
1384,2006,Ceara,October,581.0
1385,2007,Ceara,October,964.0
1386,2008,Ceara,October,816.0
1387,2009,Ceara,October,435.0
1388,2010,Ceara,October,502.0
1389,2011,Ceara,October,415.0
1390,2012,Ceara,October,1104.0
1391,2013,Ceara,October,466.0
1392,2014,Ceara,October,517.0
1393,2015,Ceara,October,658.0
1394,2016,Ceara,October,1310.0
1395,2017,Ceara,October,949.0
1396,1998,Ceara,November,575.0
1397,1999,Ceara,November,524.0
1398,2000,Ceara,November,669.0
1399,2001,Ceara,November,2456.0
1400,2002,Ceara,November,2715.0
1401,2003,Ceara,November,3327.0
1402,2004,Ceara,November,29.0
1403,2005,Ceara,November,2483.0
1404,2006,Ceara,November,1012.0
1405,2007,Ceara,November,1443.0
1406,2008,Ceara,November,1753.0
1407,2009,Ceara,November,1653.0
1408,2010,Ceara,November,1652.0
1409,2011,Ceara,November,1561.0
1410,2012,Ceara,November,995.0
1411,2013,Ceara,November,1081.0
1412,2014,Ceara,November,829.0
1413,2015,Ceara,November,1081.0
1414,2016,Ceara,November,1328.0
1415,2017,Ceara,November,812.0
1416,1998,Ceara,December,276.0
1417,1999,Ceara,December,397.0
1418,2000,Ceara,December,389.0
1419,2001,Ceara,December,545.0
1420,2002,Ceara,December,1787.0
1421,2003,Ceara,December,2436.0
1422,2004,Ceara,December,3158.0
1423,2005,Ceara,December,1360.0
1424,2006,Ceara,December,1161.0
1425,2007,Ceara,December,1177.0
1426,2008,Ceara,December,1655.0
1427,2009,Ceara,December,1987.0
1428,2010,Ceara,December,578.0
1429,2011,Ceara,December,1441.0
1430,2012,Ceara,December,631.0
1431,2013,Ceara,December,956.0
1432,2014,Ceara,December,643.0
1433,2015,Ceara,December,1021.0
1434,2016,Ceara,December,819.0
1435,1998,Distrito Federal,January,0.0
1436,1999,Distrito Federal,January,0.0
1437,2000,Distrito Federal,January,0.0
1438,2001,Distrito Federal,January,0.0
1439,2002,Distrito Federal,January,0.0
1440,2003,Distrito Federal,January,0.0
1441,2004,Distrito Federal,January,0.0
1442,2005,Distrito Federal,January,0.0
1443,2006,Distrito Federal,January,0.0
1444,2007,Distrito Federal,January,0.0
1445,2008,Distrito Federal,January,0.0
1446,2009,Distrito Federal,January,1.0
1447,2010,Distrito Federal,January,2.0
1448,2011,Distrito Federal,January,2.0
1449,2012,Distrito Federal,January,0.0
1450,2013,Distrito Federal,January,0.0
1451,2014,Distrito Federal,January,0.0
1452,2015,Distrito Federal,January,1.0
1453,2016,Distrito Federal,January,1.0
1454,2017,Distrito Federal,January,1.0
1455,1998,Distrito Federal,February,0.0
1456,1999,Distrito Federal,February,2.0
1457,2000,Distrito Federal,February,0.0
1458,2001,Distrito Federal,February,1.0
1459,2002,Distrito Federal,February,0.0
1460,2003,Distrito Federal,February,1.0
1461,2004,Distrito Federal,February,0.0
1462,2005,Distrito Federal,February,0.0
1463,2006,Distrito Federal,February,0.0
1464,2007,Distrito Federal,February,0.0
1465,2008,Distrito Federal,February,0.0
1466,2009,Distrito Federal,February,0.0
1467,2010,Distrito Federal,February,4.0
1468,2011,Distrito Federal,February,1.0
1469,2012,Distrito Federal,February,0.0
1470,2013,Distrito Federal,February,1.0
1471,2014,Distrito Federal,February,1.0
1472,2015,Distrito Federal,February,0.0
1473,2016,Distrito Federal,February,2.0
1474,2017,Distrito Federal,February,0.0
1475,1998,Distrito Federal,March,0.0
1476,1999,Distrito Federal,March,0.0
1477,2000,Distrito Federal,March,0.0
1478,2001,Distrito Federal,March,0.0
1479,2002,Distrito Federal,March,0.0
1480,2003,Distrito Federal,March,0.0
1481,2004,Distrito Federal,March,0.0
1482,2005,Distrito Federal,March,0.0
1483,2006,Distrito Federal,March,0.0
1484,2007,Distrito Federal,March,1.0
1485,2008,Distrito Federal,March,2.0
1486,2009,Distrito Federal,March,0.0
1487,2010,Distrito Federal,March,0.0
1488,2011,Distrito Federal,March,0.0
1489,2012,Distrito Federal,March,0.0
1490,2013,Distrito Federal,March,1.0
1491,2014,Distrito Federal,March,1.0
1492,2015,Distrito Federal,March,0.0
1493,2016,Distrito Federal,March,1.0
1494,2017,Distrito Federal,March,0.0
1495,1998,Distrito Federal,April,0.0
1496,1999,Distrito Federal,April,0.0
1497,2000,Distrito Federal,April,0.0
1498,2001,Distrito Federal,April,0.0
1499,2002,Distrito Federal,April,1.0
1500,2003,Distrito Federal,April,0.0
1501,2004,Distrito Federal,April,1.0
1502,2005,Distrito Federal,April,0.0
1503,2006,Distrito Federal,April,0.0
1504,2007,Distrito Federal,April,0.0
1505,2008,Distrito Federal,April,1.0
1506,2009,Distrito Federal,April,0.0
1507,2010,Distrito Federal,April,8.0
1508,2011,Distrito Federal,April,1.0
1509,2012,Distrito Federal,April,4.0
1510,2013,Distrito Federal,April,1.0
1511,2014,Distrito Federal,April,2.0
1512,2015,Distrito Federal,April,0.0
1513,2016,Distrito Federal,April,5.0
1514,2017,Distrito Federal,April,1.0
1515,1998,Distrito Federal,May,0.0
1516,1999,Distrito Federal,May,0.0
1517,2000,Distrito Federal,May,2.0
1518,2001,Distrito Federal,May,0.0
1519,2002,Distrito Federal,May,1.0
1520,2003,Distrito Federal,May,0.0
1521,2004,Distrito Federal,May,9.0
1522,2005,Distrito Federal,May,2.0
1523,2006,Distrito Federal,May,3.0
1524,2007,Distrito Federal,May,4.0
1525,2008,Distrito Federal,May,6.0
1526,2009,Distrito Federal,May,9.0
1527,2010,Distrito Federal,May,23.0
1528,2011,Distrito Federal,May,3.0
1529,2012,Distrito Federal,May,0.0
1530,2013,Distrito Federal,May,2.0
1531,2014,Distrito Federal,May,9.0
1532,2015,Distrito Federal,May,2.0
1533,2016,Distrito Federal,May,15.0
1534,2017,Distrito Federal,May,6.0
1535,1998,Distrito Federal,June,2.0
1536,1999,Distrito Federal,June,3.0
1537,2000,Distrito Federal,June,1.0
1538,2001,Distrito Federal,June,3.0
1539,2002,Distrito Federal,June,7.0
1540,2003,Distrito Federal,June,11.0
1541,2004,Distrito Federal,June,6.0
1542,2005,Distrito Federal,June,3.0
1543,2006,Distrito Federal,June,2.0
1544,2007,Distrito Federal,June,21.0
1545,2008,Distrito Federal,June,0.0
1546,2009,Distrito Federal,June,4.0
1547,2010,Distrito Federal,June,21.0
1548,2011,Distrito Federal,June,18.0
1549,2012,Distrito Federal,June,6.0
1550,2013,Distrito Federal,June,4.0
1551,2014,Distrito Federal,June,6.0
1552,2015,Distrito Federal,June,1.0
1553,2016,Distrito Federal,June,42.0
1554,2017,Distrito Federal,June,23.0
1555,1998,Distrito Federal,July,17.0
1556,1999,Distrito Federal,July,4.0
1557,2000,Distrito Federal,July,15.0
1558,2001,Distrito Federal,July,22.0
1559,2002,Distrito Federal,July,33.0
1560,2003,Distrito Federal,July,19.0
1561,2004,Distrito Federal,July,37.0
1562,2005,Distrito Federal,July,24.0
1563,2006,Distrito Federal,July,10.0
1564,2007,Distrito Federal,July,25.0
1565,2008,Distrito Federal,July,12.0
1566,2009,Distrito Federal,July,33.0
1567,2010,Distrito Federal,July,85.0
1568,2011,Distrito Federal,July,53.0
1569,2012,Distrito Federal,July,29.0
1570,2013,Distrito Federal,July,22.0
1571,2014,Distrito Federal,July,27.0
1572,2015,Distrito Federal,July,15.0
1573,2016,Distrito Federal,July,79.0
1574,2017,Distrito Federal,July,44.0
1575,1998,Distrito Federal,August,48.0
1576,1999,Distrito Federal,August,16.0
1577,2000,Distrito Federal,August,9.0
1578,2001,Distrito Federal,August,25.0
1579,2002,Distrito Federal,August,53.0
1580,2003,Distrito Federal,August,36.0
1581,2004,Distrito Federal,August,108.0
1582,2005,Distrito Federal,August,20.0
1583,2006,Distrito Federal,August,40.0
1584,2007,Distrito Federal,August,137.0
1585,2008,Distrito Federal,August,30.0
1586,2009,Distrito Federal,August,37.0
1587,2010,Distrito Federal,August,159.0
1588,2011,Distrito Federal,August,61.0
1589,2012,Distrito Federal,August,55.0
1590,2013,Distrito Federal,August,34.0
1591,2014,Distrito Federal,August,99.0
1592,2015,Distrito Federal,August,53.0
1593,2016,Distrito Federal,August,29.0
1594,2017,Distrito Federal,August,147.0
1595,1998,Distrito Federal,September,33.0
1596,1999,Distrito Federal,September,12.0
1597,2000,Distrito Federal,September,3.0
1598,2001,Distrito Federal,September,12.0
1599,2002,Distrito Federal,September,33.0
1600,2003,Distrito Federal,September,17.0
1601,2004,Distrito Federal,September,100.0
1602,2005,Distrito Federal,September,23.0
1603,2006,Distrito Federal,September,20.0
1604,2007,Distrito Federal,September,73.0
1605,2008,Distrito Federal,September,54.0
1606,2009,Distrito Federal,September,5.0
1607,2010,Distrito Federal,September,196.0
1608,2011,Distrito Federal,September,133.0
1609,2012,Distrito Federal,September,64.0
1610,2013,Distrito Federal,September,31.0
1611,2014,Distrito Federal,September,72.0
1612,2015,Distrito Federal,September,76.0
1613,2016,Distrito Federal,September,58.0
1614,2017,Distrito Federal,September,122.0
1615,1998,Distrito Federal,October,3.0
1616,1999,Distrito Federal,October,8.0
1617,2000,Distrito Federal,October,18.0
1618,2001,Distrito Federal,October,0.0
1619,2002,Distrito Federal,October,19.0
1620,2003,Distrito Federal,October,12.0
1621,2004,Distrito Federal,October,18.0
1622,2005,Distrito Federal,October,18.0
1623,2006,Distrito Federal,October,1.0
1624,2007,Distrito Federal,October,13.0
1625,2008,Distrito Federal,October,6.0
1626,2009,Distrito Federal,October,3.0
1627,2010,Distrito Federal,October,6.0
1628,2011,Distrito Federal,October,0.0
1629,2012,Distrito Federal,October,15.0
1630,2013,Distrito Federal,October,3.0
1631,2014,Distrito Federal,October,34.0
1632,2015,Distrito Federal,October,21.0
1633,2016,Distrito Federal,October,9.0
1634,2017,Distrito Federal,October,66.0
1635,1998,Distrito Federal,November,0.0
1636,1999,Distrito Federal,November,1.0
1637,2000,Distrito Federal,November,0.0
1638,2001,Distrito Federal,November,0.0
1639,2002,Distrito Federal,November,1.0
1640,2003,Distrito Federal,November,0.0
1641,2004,Distrito Federal,November,0.0
1642,2005,Distrito Federal,November,2.0
1643,2006,Distrito Federal,November,0.0
